Date,positions,holdings,cash,total,returns
2023-01-05 18:00:00,1.0,1.05211,9998.94063,9999.99274,2.6000019692773435e-08
2023-01-05 19:00:00,1.0,1.05299,9998.94063,9999.99362,8.80000639025269e-08
2023-01-05 20:00:00,1.0,1.0536,9998.94063,9999.994229999998,6.100003879794258e-08
2023-01-05 21:00:00,1.0,1.05302,9998.94063,9999.993649999999,-5.800003344269555e-08
2023-01-05 22:00:00,1.0,1.05201,9998.94063,9999.992639999999,-1.0100006408997331e-07
2023-01-05 23:00:00,1.0,1.05207,9998.94063,9999.992699999999,6.000004493245115e-09
2023-01-06 00:00:00,1.0,1.05198,9998.94063,9999.99261,-9.000006517823067e-09
2023-01-06 01:00:00,1.0,1.05206,9998.94063,9999.99269,8.000005990993486e-09
2023-01-06 02:00:00,1.0,1.0529,9998.94063,9999.99353,8.400006157316398e-08
2023-01-06 03:00:00,1.0,1.0525,9998.94063,9999.993129999999,-4.000002595816454e-08
2023-01-06 04:00:00,1.0,1.05265,9998.94063,9999.993279999999,1.5000010344934367e-08
2023-01-06 05:00:00,1.0,1.05321,9998.94063,9999.99384,5.600003771810691e-08
2023-01-06 06:00:00,1.0,1.05243,9998.94063,9999.993059999999,-7.800004808711236e-08
2023-01-06 07:00:00,1.0,1.05143,9998.94063,9999.992059999999,-1.0000006944732576e-07
2023-01-06 08:00:00,1.0,1.05127,9998.94063,9999.991899999999,-1.6000012648120787e-08
2023-01-06 09:00:00,1.0,1.05127,9998.94063,9999.991899999999,0.0
2023-01-06 10:00:00,1.0,1.05186,9998.94063,9999.992489999999,5.900004773629064e-08
2023-01-06 11:00:00,1.0,1.05075,9998.94063,9999.99138,-1.1100008323605692e-07
2023-01-06 12:00:00,1.0,1.05077,9998.94063,9999.991399999999,2.0000017197929765e-09
2023-01-06 13:00:00,1.0,1.04943,9998.94063,9999.990059999998,-1.3400011533715173e-07
2023-01-06 14:00:00,1.0,1.04946,9998.94063,9999.99009,3.000003134800977e-09
2023-01-06 15:00:00,1.0,1.05426,9998.94063,9999.99489,4.800004758109822e-07
2023-01-06 16:00:00,1.0,1.05088,9998.94063,9999.99151,-3.380001727393278e-07
2023-01-06 17:00:00,1.0,1.06019,9998.94063,10000.00082,9.31000790460601e-07
2023-01-06 18:00:00,1.0,1.06187,9998.94063,10000.002499999999,1.679999861448067e-07
2023-01-06 19:00:00,1.0,1.06377,9998.94063,10000.0044,1.899999526600027e-07
2023-01-06 20:00:00,1.0,1.06378,9998.94063,10000.00441,9.999996386511611e-10
2023-01-06 21:00:00,1.0,1.06456,9998.94063,10000.00519,7.799996559754163e-08
2023-01-06 22:00:00,1.0,1.06462,9998.94063,10000.005249999998,5.999996721683942e-09
2023-01-06 23:00:00,1.0,1.06427,9998.94063,10000.0049,-3.499998146860861e-08
2023-01-09 00:00:00,1.0,1.06388,9998.94063,10000.004509999999,-3.8999981022413976e-08
2023-01-09 01:00:00,1.0,1.06623,9998.94063,10000.00686,2.349998939887854e-07
2023-01-09 02:00:00,1.0,1.06612,9998.94063,10000.006749999999,-1.0999992583471396e-08
2023-01-09 03:00:00,1.0,1.06667,9998.94063,10000.0073,5.4999963028379284e-08
2023-01-09 04:00:00,1.0,1.0677,9998.94063,10000.008329999999,1.0299992481144216e-07
2023-01-09 05:00:00,1.0,1.06675,9998.94063,10000.00738,-9.499992081885011e-08
2023-01-09 06:00:00,1.0,1.06766,9998.94063,10000.00829,9.09999329223865e-08
2023-01-09 07:00:00,1.0,1.06772,9998.94063,10000.008349999998,5.999994945327103e-09
2023-01-09 08:00:00,1.0,1.06818,9998.94063,10000.00881,4.599996161758213e-08
2023-01-09 09:00:00,1.0,1.06733,9998.94063,10000.007959999999,-8.499992509847232e-08
2023-01-09 10:00:00,1.0,1.06904,9998.94063,10000.00967,1.709998638244059e-07
2023-01-09 11:00:00,1.0,1.06724,9998.94063,10000.00787,-1.79999825933308e-07
2023-01-09 12:00:00,1.0,1.0669,9998.94063,10000.007529999999,-3.399997328124016e-08
2023-01-09 13:00:00,1.0,1.06843,9998.94063,10000.009059999998,1.5299988476158433e-07
2023-01-09 14:00:00,1.0,1.06889,9998.94063,10000.00952,4.599995850895766e-08
2023-01-09 15:00:00,1.0,1.07252,9998.94063,10000.013149999999,3.6299965433528314e-07
2023-01-09 16:00:00,1.0,1.07282,9998.94063,10000.013449999999,2.99999605157808e-08
2023-01-09 17:00:00,1.0,1.07403,9998.94063,10000.014659999999,1.2099983726088226e-07
2023-01-09 18:00:00,1.0,1.07582,9998.94063,10000.01645,1.7899973769885946e-07
2023-01-09 19:00:00,1.0,1.07503,9998.94063,10000.01566,-7.899987009007958e-08
2023-01-09 20:00:00,1.0,1.07433,9998.94063,10000.014959999999,-6.999989043965371e-08
2023-01-09 21:00:00,1.0,1.07518,9998.94063,10000.015809999999,8.499987291799016e-08
2023-01-09 22:00:00,1.0,1.07311,9998.94063,10000.013739999999,-2.0699967273607456e-07
2023-01-09 23:00:00,1.0,1.07318,9998.94063,10000.013809999999,6.9999903651307704e-09
2023-01-10 00:00:00,1.0,1.07315,9998.94063,10000.01378,-2.9999958073290145e-09
2023-01-10 01:00:00,1.0,1.07325,9998.94063,10000.013879999999,9.999986172459785e-09
2023-01-10 02:00:00,1.0,1.07275,9998.94063,10000.013379999999,-4.999993064025432e-08
2023-01-10 03:00:00,1.0,1.07362,9998.94063,10000.014249999998,8.699988351956733e-08
2023-01-10 04:00:00,1.0,1.07308,9998.94063,10000.01371,-5.3999922977610026e-08
2023-01-10 05:00:00,1.0,1.07324,9998.94063,10000.013869999999,1.599997800916242e-08
2023-01-10 06:00:00,1.0,1.07307,9998.94063,10000.0137,-1.699997631554595e-08
2023-01-10 07:00:00,1.0,1.07427,9998.94063,10000.014899999998,1.1999983540178505e-07
2023-01-10 08:00:00,1.0,1.07341,9998.94063,10000.01404,-8.59998716684629e-08
2023-01-10 09:00:00,1.0,1.07318,9998.94063,10000.013809999999,-2.2999967819181677e-08
2023-01-10 10:00:00,1.0,1.07386,9998.94063,10000.01449,6.799990615036222e-08
2023-01-10 11:00:00,1.0,1.07461,9998.94063,10000.015239999999,7.499989118642247e-08
2023-01-10 12:00:00,1.0,1.07365,9998.94063,10000.01428,-9.599985362207519e-08
2023-01-10 13:00:00,1.0,1.07352,9998.94063,10000.014149999999,-1.2999981424677287e-08
2023-01-10 14:00:00,1.0,1.07194,9998.94063,10000.012569999999,-1.5799977648445207e-07
2023-01-10 15:00:00,1.0,1.07217,9998.94063,10000.012799999999,2.299997103882845e-08
2023-01-10 16:00:00,1.0,1.07407,9998.94063,10000.0147,1.8999975681666115e-07
2023-01-10 17:00:00,1.0,1.07277,9998.94063,10000.0134,-1.2999980891770235e-07
2023-01-10 18:00:00,1.0,1.07365,9998.94063,10000.01428,8.799988204799547e-08
2023-01-10 19:00:00,1.0,1.07334,9998.94063,10000.01397,-3.099995571353986e-08
2023-01-10 20:00:00,1.0,1.0738,9998.94063,10000.01443,4.5999935638363354e-08
2023-01-10 21:00:00,1.0,1.0741,9998.94063,10000.014729999999,2.9999956741022515e-08
2023-01-10 22:00:00,1.0,1.07361,9998.94063,10000.014239999999,-4.899992789297869e-08
2023-01-10 23:00:00,1.0,1.07334,9998.94063,10000.01397,-2.699996137778271e-08
2023-01-11 00:00:00,1.0,1.07342,9998.94063,10000.01405,7.999988893558907e-09
2023-01-11 01:00:00,1.0,1.07383,9998.94063,10000.014459999999,4.0999942330088857e-08
2023-01-11 02:00:00,1.0,1.07451,9998.94063,10000.01514,6.799990170947012e-08
2023-01-11 03:00:00,1.0,1.0731,9998.94063,10000.013729999999,-1.4099978662418522e-07
2023-01-11 04:00:00,1.0,1.07268,9998.94063,10000.013309999998,-4.199994241282923e-08
2023-01-11 05:00:00,1.0,1.07334,9998.94063,10000.01397,6.599991220213042e-08
2023-01-11 06:00:00,1.0,1.07386,9998.94063,10000.01449,5.199992725302138e-08
2023-01-11 07:00:00,1.0,1.07478,9998.94063,10000.01541,9.199986683583461e-08
2023-01-11 08:00:00,1.0,1.07459,9998.94063,10000.01522,-1.8999970818889267e-08
2023-01-11 09:00:00,1.0,1.07469,9998.94063,10000.015319999999,9.99998461814755e-09
2023-01-11 10:00:00,1.0,1.07298,9998.94063,10000.01361,-1.7099973792511491e-07
2023-01-11 11:00:00,1.0,1.07417,9998.94063,10000.014799999999,1.1899983798357994e-07
2023-01-11 12:00:00,1.0,1.07493,9998.94063,10000.01556,7.599988749440456e-08
2023-01-11 13:00:00,1.0,1.07485,9998.94063,10000.01548,-7.999987561291277e-09
2023-01-11 14:00:00,1.0,1.07407,9998.94063,10000.0147,-7.799987933321262e-08
2023-01-11 15:00:00,1.0,1.07499,9998.94063,10000.015619999998,9.199986461538856e-08
2023-01-11 16:00:00,1.0,1.07699,9998.94063,10000.017619999999,1.999996877000143e-07
2023-01-11 17:00:00,1.0,1.0755,9998.94063,10000.01613,-1.4899973732607208e-07
2023-01-11 18:00:00,1.0,1.07388,9998.94063,10000.014509999999,-1.619997387347638e-07
2023-01-11 19:00:00,1.0,1.07468,9998.94063,10000.015309999999,7.999988382856316e-08
2023-01-11 20:00:00,1.0,1.07533,9998.94063,10000.015959999999,6.499990057307059e-08
2023-01-11 21:00:00,1.0,1.07634,9998.94063,10000.016969999999,1.0099983871469931e-07
2023-01-11 22:00:00,1.0,1.07539,9998.94063,10000.01602,-9.49998387733686e-08
2023-01-11 23:00:00,1.0,1.07556,9998.94063,10000.016189999998,1.6999972762832272e-08
2023-01-12 00:00:00,1.0,1.07557,9998.94063,10000.0162,9.999985284281365e-10
2023-01-12 01:00:00,1.0,1.07655,9998.94063,10000.017179999999,9.799984113101345e-08
2023-01-12 02:00:00,1.0,1.07611,9998.94063,10000.01674,-4.3999924370652366e-08
2023-01-12 03:00:00,1.0,1.07667,9998.94063,10000.0173,5.5999906267700794e-08
2023-01-12 04:00:00,1.0,1.0767,9998.94063,10000.017329999999,2.99999469710599e-09
2023-01-12 05:00:00,1.0,1.07686,9998.94063,10000.017489999998,1.599997223600269e-08
2023-01-12 06:00:00,1.0,1.07716,9998.94063,10000.01779,2.9999947637193713e-08
2023-01-12 07:00:00,1.0,1.07628,9998.94063,10000.016909999998,-8.799984363427882e-08
2023-01-12 08:00:00,1.0,1.07574,9998.94063,10000.01637,-5.3999908544710706e-08
2023-01-12 09:00:00,1.0,1.07627,9998.94063,10000.016899999999,5.299991312490704e-08
2023-01-12 10:00:00,1.0,1.07481,9998.94063,10000.01544,-1.4599975317608482e-07
2023-01-12 11:00:00,1.0,1.07655,9998.94063,10000.017179999999,1.7399973128995327e-07
2023-01-12 12:00:00,1.0,1.07625,9998.94063,10000.01688,-2.999994841434983e-08
2023-01-12 13:00:00,1.0,1.07617,9998.94063,10000.0168,-7.999986451068253e-09
2023-01-12 14:00:00,1.0,1.07629,9998.94063,10000.01692,1.1999979898646984e-08
2023-01-12 15:00:00,1.0,1.08291,9998.94063,10000.023539999998,6.619988797140763e-07
2023-01-12 16:00:00,1.0,1.07677,9998.94063,10000.017399999999,-6.139985545550175e-07
2023-01-12 17:00:00,1.0,1.0807,9998.94063,10000.02133,3.929993162010703e-07
2023-01-12 18:00:00,1.0,1.08225,9998.94063,10000.022879999999,1.5499966932175369e-07
2023-01-12 19:00:00,1.0,1.08487,9998.94063,10000.0255,2.619994006192172e-07
2023-01-12 20:00:00,1.0,1.08557,9998.94063,10000.026199999998,6.999982127275928e-08
2023-01-12 21:00:00,1.0,1.08494,9998.94063,10000.02557,-6.299983479340909e-08
2023-01-12 22:00:00,1.0,1.08522,9998.94063,10000.02585,2.7999928375876948e-08
2023-01-12 23:00:00,1.0,1.08515,9998.94063,10000.02578,-6.999981927435783e-09
2023-01-13 00:00:00,1.0,1.08465,9998.94063,10000.02528,-4.99998711323002e-08
2023-01-13 01:00:00,1.0,1.08597,9998.94063,10000.0266,1.3199966630850213e-07
2023-01-13 02:00:00,1.0,1.08522,9998.94063,10000.02585,-7.499980037017906e-08
2023-01-13 03:00:00,1.0,1.08554,9998.94063,10000.02617,3.1999917160518976e-08
2023-01-13 04:00:00,1.0,1.08445,9998.94063,10000.02508,-1.0899971469857661e-07
2023-01-13 05:00:00,1.0,1.08454,9998.94063,10000.025169999999,8.999977429979822e-09
2023-01-13 06:00:00,1.0,1.08397,9998.94063,10000.024599999999,-5.699985650142736e-08
2023-01-13 07:00:00,1.0,1.08372,9998.94063,10000.02435,-2.4999938452729964e-08
2023-01-13 08:00:00,1.0,1.08451,9998.94063,10000.02514,7.89998075845233e-08
2023-01-13 09:00:00,1.0,1.08489,9998.94063,10000.02552,3.7999904334284906e-08
2023-01-13 10:00:00,1.0,1.08554,9998.94063,10000.02617,6.499983418173372e-08
2023-01-13 11:00:00,1.0,1.08426,9998.94063,10000.024889999999,-1.2799966508936222e-07
2023-01-13 12:00:00,1.0,1.08452,9998.94063,10000.02515,2.5999935315823564e-08
2023-01-13 13:00:00,1.0,1.08121,9998.94063,10000.02184,-3.3099916751933023e-07
2023-01-13 14:00:00,1.0,1.08119,9998.94063,10000.02182,-1.999995613566341e-09
2023-01-13 15:00:00,1.0,1.07937,9998.94063,10000.019999999999,-1.8199960305498308e-07
2023-01-13 16:00:00,1.0,1.08181,9998.94063,10000.022439999999,2.4399951192854985e-07
2023-01-13 17:00:00,1.0,1.08296,9998.94063,10000.023589999999,1.1499974195139373e-07
2023-01-13 18:00:00,1.0,1.08102,9998.94063,10000.021649999999,-1.9399954231946737e-07
2023-01-13 19:00:00,1.0,1.08283,9998.94063,10000.023459999999,1.8099960819029093e-07
2023-01-13 20:00:00,1.0,1.08312,9998.94063,10000.023749999998,2.8999932011330998e-08
2023-01-13 21:00:00,1.0,1.08293,9998.94063,10000.02356,-1.899995472065541e-08
2023-01-13 22:00:00,1.0,1.08325,9998.94063,10000.023879999999,3.199992448799094e-08
2023-01-13 23:00:00,1.0,1.08323,9998.94063,10000.02386,-1.999995169477131e-09
2023-01-16 00:00:00,1.0,1.08309,9998.94063,10000.02372,-1.3999966630429128e-08
2023-01-16 01:00:00,1.0,1.08226,9998.94063,10000.022889999998,-8.299980325254808e-08
2023-01-16 02:00:00,1.0,1.08416,9998.94063,10000.02479,1.899995651921671e-07
2023-01-16 03:00:00,1.0,1.0868,9998.94063,10000.027429999998,2.6399934549559134e-07
2023-01-16 04:00:00,1.0,1.08667,9998.94063,10000.0273,-1.2999964216220405e-08
2023-01-16 05:00:00,1.0,1.086,9998.94063,10000.026629999998,-6.699981724977988e-08
2023-01-16 06:00:00,1.0,1.08528,9998.94063,10000.025909999998,-7.199980822658603e-08
2023-01-16 07:00:00,1.0,1.08605,9998.94063,10000.026679999999,7.69998005356598e-08
2023-01-16 08:00:00,1.0,1.08395,9998.94063,10000.02458,-2.099994397264382e-07
2023-01-16 09:00:00,1.0,1.08312,9998.94063,10000.023749999998,-8.299979603609842e-08
2023-01-16 10:00:00,1.0,1.08036,9998.94063,10000.020989999999,-2.7599934449007435e-07
2023-01-16 11:00:00,1.0,1.0821,9998.94063,10000.022729999999,1.7399963470055013e-07
2023-01-16 12:00:00,1.0,1.08301,9998.94063,10000.02364,9.099979325633001e-08
2023-01-16 13:00:00,1.0,1.08271,9998.94063,10000.02334,-2.99999290964692e-08
2023-01-16 14:00:00,1.0,1.08153,9998.94063,10000.022159999999,-1.1799972465809105e-07
2023-01-16 15:00:00,1.0,1.08159,9998.94063,10000.022219999999,5.999986729676721e-09
2023-01-16 16:00:00,1.0,1.0822,9998.94063,10000.02283,6.099986449292771e-08
2023-01-16 17:00:00,1.0,1.08252,9998.94063,10000.023149999999,3.199992693048159e-08
2023-01-16 18:00:00,1.0,1.08248,9998.94063,10000.023109999998,-3.999990783043472e-09
2023-01-16 19:00:00,1.0,1.08139,9998.94063,10000.022019999999,-1.0899974811628965e-07
2023-01-16 20:00:00,1.0,1.08129,9998.94063,10000.02192,-9.999977956809403e-09
2023-01-16 21:00:00,1.0,1.08194,9998.94063,10000.02257,6.499985749641723e-08
2023-01-16 22:00:00,1.0,1.08203,9998.94063,10000.022659999999,8.999979650425871e-09
2023-01-16 23:00:00,1.0,1.0821,9998.94063,10000.022729999999,6.9999841478818325e-09
2023-01-17 00:00:00,1.0,1.08219,9998.94063,10000.022819999998,8.999979428381266e-09
2023-01-17 01:00:00,1.0,1.08297,9998.94063,10000.023599999999,7.799982193468225e-08
2023-01-17 02:00:00,1.0,1.08287,9998.94063,10000.0235,-9.999976291474866e-09
2023-01-17 03:00:00,1.0,1.08171,9998.94063,10000.02234,-1.1599972737919018e-07
2023-01-17 04:00:00,1.0,1.08143,9998.94063,10000.02206,-2.799993747970575e-08
2023-01-17 05:00:00,1.0,1.08251,9998.94063,10000.02314,1.0799976180031479e-07
2023-01-17 06:00:00,1.0,1.0826,9998.94063,10000.023229999999,8.999979206336661e-09
2023-01-17 07:00:00,1.0,1.08311,9998.94063,10000.023739999999,5.09998814290924e-08
2023-01-17 08:00:00,1.0,1.08146,9998.94063,10000.022089999999,-1.6499960830973492e-07
2023-01-17 09:00:00,1.0,1.08282,9998.94063,10000.023449999999,1.3599969950206514e-07
2023-01-17 10:00:00,1.0,1.08274,9998.94063,10000.023369999999,-7.999981233020037e-09
2023-01-17 11:00:00,1.0,1.08172,9998.94063,10000.02235,-1.0199976163693947e-07
2023-01-17 12:00:00,1.0,1.08217,9998.94063,10000.022799999999,4.499989936235238e-08
2023-01-17 13:00:00,1.0,1.08322,9998.94063,10000.02385,1.0499976066391525e-07
2023-01-17 14:00:00,1.0,1.08529,9998.94063,10000.02592,2.0699950642466547e-07
2023-01-17 15:00:00,1.0,1.08426,9998.94063,10000.024889999999,-1.029997331869481e-07
2023-01-17 16:00:00,1.0,1.08628,9998.94063,10000.026909999999,2.0199949712917942e-07
2023-01-17 17:00:00,1.0,1.08017,9998.94063,10000.020799999998,-6.109983557989196e-07
2023-01-17 18:00:00,1.0,1.07925,9998.94063,10000.01988,-9.199980854912582e-08
2023-01-17 19:00:00,1.0,1.07822,9998.94063,10000.018849999999,-1.0299979535943748e-07
2023-01-17 20:00:00,1.0,1.07953,9998.94063,10000.02016,1.309997532672469e-07
2023-01-17 21:00:00,1.0,1.07935,9998.94063,10000.01998,-1.7999963852766143e-08
2023-01-17 22:00:00,1.0,1.07937,9998.94063,10000.019999999999,1.9999959466332484e-09
2023-01-17 23:00:00,1.0,1.07876,9998.94063,10000.01939,-6.099987792662631e-08
2023-01-18 00:00:00,1.0,1.079,9998.94063,10000.019629999999,2.3999953358000425e-08
2023-01-18 01:00:00,1.0,1.07895,9998.94063,10000.019579999998,-4.9999901996500284e-09
2023-01-18 02:00:00,1.0,1.07843,9998.94063,10000.019059999999,-5.199989816517814e-08
2023-01-18 03:00:00,1.0,1.07962,9998.94063,10000.02025,1.189997733685999e-07
2023-01-18 04:00:00,1.0,1.0787,9998.94063,10000.01933,-9.199981376717403e-08
2023-01-18 05:00:00,1.0,1.07731,9998.94063,10000.01794,-1.3899973128062015e-07
2023-01-18 06:00:00,1.0,1.07745,9998.94063,10000.01808,1.3999974957101813e-08
2023-01-18 07:00:00,1.0,1.07797,9998.94063,10000.0186,5.199990593673931e-08
2023-01-18 08:00:00,1.0,1.07895,9998.94063,10000.019579999998,9.799981759428533e-08
2023-01-18 09:00:00,1.0,1.08256,9998.94063,10000.02319,3.609992933473194e-07
2023-01-18 10:00:00,1.0,1.08434,9998.94063,10000.024969999999,1.7799958706987695e-07
2023-01-18 11:00:00,1.0,1.08699,9998.94063,10000.027619999999,2.6499933825085975e-07
2023-01-18 12:00:00,1.0,1.08527,9998.94063,10000.025899999999,-1.7199952495605686e-07
2023-01-18 13:00:00,1.0,1.08152,9998.94063,10000.022149999999,-3.749990287182925e-07
2023-01-18 14:00:00,1.0,1.0824,9998.94063,10000.023029999998,8.799980499851756e-08
2023-01-18 15:00:00,1.0,1.08583,9998.94063,10000.02646,3.429992101455781e-07
2023-01-18 16:00:00,1.0,1.08639,9998.94063,10000.02702,5.599985186677259e-08
2023-01-18 17:00:00,1.0,1.08334,9998.94063,10000.023969999998,-3.049991760262216e-07
2023-01-18 18:00:00,1.0,1.08269,9998.94063,10000.023319999998,-6.499984417374094e-08
2023-01-18 19:00:00,1.0,1.07959,9998.94063,10000.020219999999,-3.099992770261295e-07
2023-01-18 20:00:00,1.0,1.07966,9998.94063,10000.020289999999,6.999985924238672e-09
2023-01-18 21:00:00,1.0,1.07952,9998.94063,10000.020149999998,-1.3999971626432739e-08
2023-01-18 22:00:00,1.0,1.07893,9998.94063,10000.019559999999,-5.899988109181464e-08
2023-01-18 23:00:00,1.0,1.07936,9998.94063,10000.019989999999,4.299991585021701e-08
2023-01-19 00:00:00,1.0,1.07903,9998.94063,10000.01966,-3.2999933896604716e-08
2023-01-19 01:00:00,1.0,1.07971,9998.94063,10000.02034,6.799986618233334e-08
2023-01-19 02:00:00,1.0,1.07875,9998.94063,10000.01938,-9.599980466123981e-08
2023-01-19 03:00:00,1.0,1.07876,9998.94063,10000.01939,9.999980843389267e-10
2023-01-19 04:00:00,1.0,1.07935,9998.94063,10000.01998,5.8999885643729044e-08
2023-01-19 05:00:00,1.0,1.08006,9998.94063,10000.02069,7.099985821490407e-08
2023-01-19 06:00:00,1.0,1.07955,9998.94063,10000.02018,-5.0999894418701786e-08
2023-01-19 07:00:00,1.0,1.07916,9998.94063,10000.019789999998,-3.8999921403437554e-08
2023-01-19 08:00:00,1.0,1.07911,9998.94063,10000.01974,-4.9999899776054235e-09
2023-01-19 09:00:00,1.0,1.08081,9998.94063,10000.021439999999,1.699996643456103e-07
2023-01-19 10:00:00,1.0,1.0817,9998.94063,10000.02233,8.899980930010543e-08
2023-01-19 11:00:00,1.0,1.08249,9998.94063,10000.02312,7.899982357173485e-08
2023-01-19 12:00:00,1.0,1.08292,9998.94063,10000.02355,4.299990052913927e-08
2023-01-19 13:00:00,1.0,1.08219,9998.94063,10000.022819999998,-7.299982829334084e-08
2023-01-19 14:00:00,1.0,1.0809,9998.94063,10000.02153,-1.289997054731984e-07
2023-01-19 15:00:00,1.0,1.08096,9998.94063,10000.021589999998,5.9999869517213256e-09
2023-01-19 16:00:00,1.0,1.08104,9998.94063,10000.021669999998,7.999982676309969e-09
2023-01-19 17:00:00,1.0,1.07892,9998.94063,10000.019549999999,-2.1199954047812497e-07
2023-01-19 18:00:00,1.0,1.08092,9998.94063,10000.02155,1.9999960909622416e-07
2023-01-19 19:00:00,1.0,1.08165,9998.94063,10000.02228,7.299984261521786e-08
2023-01-19 20:00:00,1.0,1.08285,9998.94063,10000.02348,1.1999973259513297e-07
2023-01-19 21:00:00,1.0,1.08306,9998.94063,10000.02369,2.0999950667288658e-08
2023-01-19 22:00:00,1.0,1.08292,9998.94063,10000.02355,-1.3999966852473733e-08
2023-01-19 23:00:00,1.0,1.08294,9998.94063,10000.02357,1.9999952804994336e-09
2023-01-20 00:00:00,1.0,1.08292,9998.94063,10000.02355,-1.9999952804994336e-09
2023-01-20 01:00:00,1.0,1.08332,9998.94063,10000.023949999999,3.999990560998867e-08
2023-01-20 02:00:00,1.0,1.08311,9998.94063,10000.023739999999,-2.0999949668087936e-08
2023-01-20 03:00:00,1.0,1.08362,9998.94063,10000.024249999999,5.099987898660174e-08
2023-01-20 04:00:00,1.0,1.08365,9998.94063,10000.02428,2.9999929207491505e-09
2023-01-20 05:00:00,1.0,1.08343,9998.94063,10000.02406,-2.1999946531181536e-08
2023-01-20 06:00:00,1.0,1.08297,9998.94063,10000.023599999999,-4.599988945308553e-08
2023-01-20 07:00:00,1.0,1.08353,9998.94063,10000.024159999999,5.599986785398414e-08
2023-01-20 08:00:00,1.0,1.08244,9998.94063,10000.02307,-1.089997366809925e-07
2023-01-20 09:00:00,1.0,1.084,9998.94063,10000.02463,1.559996400946062e-07
2023-01-20 10:00:00,1.0,1.08407,9998.94063,10000.0247,6.999982815614203e-09
2023-01-20 11:00:00,1.0,1.0831,9998.94063,10000.023729999999,-9.69997605571038e-08
2023-01-20 12:00:00,1.0,1.08388,9998.94063,10000.02451,7.799981482925489e-08
2023-01-20 13:00:00,1.0,1.08251,9998.94063,10000.02314,-1.3699966416869103e-07
2023-01-20 14:00:00,1.0,1.08185,9998.94063,10000.02248,-6.599984725408348e-08
2023-01-20 15:00:00,1.0,1.08065,9998.94063,10000.021279999999,-1.1999973026366462e-07
2023-01-20 16:00:00,1.0,1.08215,9998.94063,10000.02278,1.499996808984605e-07
2023-01-20 17:00:00,1.0,1.0831,9998.94063,10000.023729999999,9.499978359528427e-08
